country,country_code,country_group,indicator,indicator_code,TIME_PERIOD,OBS_VALUE,TIME_FORMAT,UNIT_MULT,COMMENT_OBS,OBS_STATUS,OBS_CONF,AGG_METHOD,DECIMALS,COMMENT_TS,DATA_SOURCE,LATEST_DATA,DATABASE_ID,INDICATOR,REF_AREA,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,FREQ,UNIT_MEASURE,UNIT_TYPE
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2008,6.22,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2009,9.0,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2010,25.0,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2011,29.0,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2012,30.8,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2013,32.7,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2014,34.7,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2015,36.9,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2016,39.2,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2017,41.6,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2018,44.1,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2019,43.0266,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2020,53.7649,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2021,66.9078,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2022,75.2111,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,False,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,internet_users_pct,WB_WDI_IT_NET_USER_ZS,2023,83.7661,P1Y,0,,A,PU,_Z,2,Individuals using the Internet (% of population),WB_WDI,True,WB_WDI,WB_WDI_IT_NET_USER_ZS,PHL,_T,_T,_T,_Z,_Z,_Z,A,PT_POP,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2000,1050.792731,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2001,969.530612,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2002,1014.908793,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2003,1027.230119,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2004,1099.63013,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2005,1220.460186,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2006,1426.146492,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2007,1712.655433,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2008,1959.292335,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2009,1864.450434,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
Philippines,PHL,Philippines,gdp_per_capita,WB_WDI_NY_GDP_PCAP_CD,2010,2162.913759,P1Y,0,,A,PU,_Z,2,GDP per capita (current US$),WB_WDI,False,WB_WDI,WB_WDI_NY_GDP_PCAP_CD,PHL,_T,_T,_T,_Z,_Z,_Z,A,USD,
